ID	Plate	Number	Letter	Lattitude	Longitude	Continent	Elevation	Bio_1_T_annual_mean	Bio_2_T_diurnal_range_mean	Bio_3_T_isothermality	Bio_4_T_seasonality	Bio_5_T_warmest_month_max	Bio_6_T_coldest_month_min	Bio_7_T_annual_range	Bio_8_T_wettest_quarter_mean	Bio_9_T_driest_quarter_mean	Bio_10_T_warmest_quarter_mean	Bio_11_T_coldest_quarter_mean	Bio_12_P_annual	Bio_13_P_wettest_month	Bio_14_P_driest_month	Bio_15_P_seasonality	Bio_16_P_wettest_quarter	Bio_17_P_driest_quarter	Bio_18_P_warmest_quarter	Bio_19_P_coldest_quarter	Pop.name	Cat.Lat.Long
Tek.1	3	4	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.1.s	20	9	E	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.10	3	12	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.10.s	19	8	E	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.11	3	1	H	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.11.s	18	6	D	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.12	3	2	H	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.12.s	18	1	B	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.2	3	5	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.3	3	6	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.3.s	20	7	C	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.4	3	7	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.4.s	18	10	B	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.5	3	8	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.5.s	18	2	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.6	3	9	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.6.s	19	3	A	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.7	3	10	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.7.s	19	8	B	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.8	3	11	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.8.s	19	1	B	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek.9.s	19	4	H	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek11	17	6	G	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek11.2	17	NA	NA	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek6	17	6	H	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek6.2	17	NA	NA	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek9	4	2	B	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
Tek9.2	17	NA	NA	41.011139	27.519111	2	186.2	128	92	33	6562	277	2	275	64	207	211	45	627	93	17	43	255	70	77	231	T53	41.011139_27.519111
BD1.1	6	9	D	39.19095556	27.60794167	2	140.5	154	119	38	7117	328	16	312	66	246	246	66	651	126	8	68	314	34	34	314	Bd1	39.19095556_27.60794167
Bd1.1.6	10	4	F	39.19095556	27.60794167	2	140.5	154	119	38	7117	328	16	312	66	246	246	66	651	126	8	68	314	34	34	314	Bd1	39.19095556_27.60794167
ref-Bd1genome	6	9	D	39.19095556	27.60794167	2	140.5	154	119	38	7117	328	16	312	66	246	246	66	651	126	8	68	314	34	34	314	Bd1	39.19095556_27.60794167
BdTR11a	3	4	C	38.41678333	28.03131944	2	980.7	118	116	38	6839	290	-14	304	34	204	207	34	816	162	11	70	413	44	49	413	T6	38.41678333_28.03131944
BdTR11a.s	19	3	C	38.41678333	28.03131944	2	980.7	118	116	38	6839	290	-14	304	34	204	207	34	816	162	11	70	413	44	49	413	T6	38.41678333_28.03131944
BdTR1e	2	10	C	38.41678333	28.03131944	2	980.7	118	116	38	6839	290	-14	304	34	204	207	34	816	162	11	70	413	44	49	413	T6	38.41678333_28.03131944
BdTR1e.s	18	8	B	38.41678333	28.03131944	2	980.7	118	116	38	6839	290	-14	304	34	204	207	34	816	162	11	70	413	44	49	413	T6	38.41678333_28.03131944
BdTR10o	3	3	C	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR10o.s	20	2	E	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR11i	3	12	C	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR11i.s	19	3	E	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR1c	2	8	C	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR1c.s	19	9	G	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR1h	2	1	D	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR1h.s	20	5	H	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR9b	3	5	A	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR9b.s	18	3	B	39.73816389	28.04019722	2	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	T4	39.73816389_28.04019722
BdTR1i	2	2	D	38.09306389	28.58306111	2	833.4	138	116	38	6942	308	3	305	51	225	228	51	703	141	9	70	359	40	44	359	T4	38.09306389_28.58306111
BdTR1i.s	18	5	A	38.09306389	28.58306111	2	833.4	138	116	38	6942	308	3	305	51	225	228	51	703	141	9	70	359	40	44	359	T4	38.09306389_28.58306111
BdTR9e	3	7	A	38.09306389	28.58306111	2	833.4	138	116	38	6942	308	3	305	51	225	228	51	703	141	9	70	359	40	44	359	T4	38.09306389_28.58306111
BdTR9e.s	20	11	E	38.09306389	28.58306111	2	833.4	138	116	38	6942	308	3	305	51	225	228	51	703	141	9	70	359	40	44	359	T4	38.09306389_28.58306111
BdTR1d	2	9	C	38.76410833	28.58511667	2	607.2	136	116	39	6638	301	4	297	52	218	221	52	661	134	7	68	328	39	41	328	T4	38.76410833_28.58511667
BdTR1d.s	20	6	D	38.76410833	28.58511667	2	607.2	136	116	39	6638	301	4	297	52	218	221	52	661	134	7	68	328	39	41	328	T4	38.76410833_28.58511667
BdTR9c	3	6	A	38.76410833	28.58511667	2	607.2	136	116	39	6638	301	4	297	52	218	221	52	661	134	7	68	328	39	41	328	T4	38.76410833_28.58511667
BdTR9c.s	19	4	D	38.76410833	28.58511667	2	607.2	136	116	39	6638	301	4	297	52	218	221	52	661	134	7	68	328	39	41	328	T4	38.76410833_28.58511667
BdTR1j	2	3	D	37.42728889	28.58520833	2	515.2	158	125	38	7216	342	17	325	69	250	253	69	866	186	7	81	481	31	37	481	T8	37.42728889_28.58520833
BdTR9f	3	8	A	37.42728889	28.58520833	2	515.2	158	125	38	7216	342	17	325	69	250	253	69	866	186	7	81	481	31	37	481	T8	37.42728889_28.58520833
BdTR9f.s	20	2	D	37.42728889	28.58520833	2	515.2	158	125	38	7216	342	17	325	69	250	253	69	866	186	7	81	481	31	37	481	T8	37.42728889_28.58520833
BdTR1k	2	4	D	39.75949444	29.67804444	2	1012.3	100	107	37	6470	258	-31	289	15	177	180	15	676	100	16	44	261	65	79	261	T9	39.75949444_29.67804444
BdTR1k.s	20	5	A	39.75949444	29.67804444	2	1012.3	100	107	37	6470	258	-31	289	15	177	180	15	676	100	16	44	261	65	79	261	T9	39.75949444_29.67804444
BdTR9g	4	4	A	39.75949444	29.67804444	2	1012.3	100	107	37	6470	258	-31	289	15	177	180	15	676	100	16	44	261	65	79	261	T9	39.75949444_29.67804444
BdTR9g.s	18	7	G	39.75949444	29.67804444	2	1012.3	100	107	37	6470	258	-31	289	15	177	180	15	676	100	16	44	261	65	79	261	T9	39.75949444_29.67804444
BdTR9j	3	11	A	37.12723889	30.23311667	2	1072.9	125	125	38	7148	302	-22	324	35	216	218	35	463	74	8	55	204	30	40	204	T10	37.12723889_30.23311667
BdTR9j.s	18	12	D	37.12723889	30.23311667	2	1072.9	125	125	38	7148	302	-22	324	35	216	218	35	463	74	8	55	204	30	40	204	T10	37.12723889_30.23311667
BdTR1n	2	6	D	38.09986944	30.24558611	2	1032.8	121	122	38	7043	300	-18	318	32	211	212	32	505	73	11	44	192	43	59	192	T11	38.09986944_30.24558611
BdTR1n.s	18	9	E	38.09986944	30.24558611	2	1032.8	121	122	38	7043	300	-18	318	32	211	212	32	505	73	11	44	192	43	59	192	T11	38.09986944_30.24558611
BdTR9i	3	10	A	38.09986944	30.24558611	2	1032.8	121	122	38	7043	300	-18	318	32	211	212	32	505	73	11	44	192	43	59	192	T11	38.09986944_30.24558611
BdTR9i.s	18	6	C	38.09986944	30.24558611	2	1032.8	121	122	38	7043	300	-18	318	32	211	212	32	505	73	11	44	192	43	59	192	T11	38.09986944_30.24558611
BdTR1m	2	5	D	39.08672222	30.25248056	2	1073.9	106	114	36	7056	279	-33	312	14	192	195	14	486	64	12	38	166	49	68	166	T12	39.08672222_30.25248056
BdTR1m.s	19	4	B	39.08672222	30.25248056	2	1073.9	106	114	36	7056	279	-33	312	14	192	195	14	486	64	12	38	166	49	68	166	T12	39.08672222_30.25248056
BdTR9h	3	9	A	39.08672222	30.25248056	2	1073.9	106	114	36	7056	279	-33	312	14	192	195	14	486	64	12	38	166	49	68	166	T12	39.08672222_30.25248056
BdTR9h.s	20	8	C	39.08672222	30.25248056	2	1073.9	106	114	36	7056	279	-33	312	14	192	195	14	486	64	12	38	166	49	68	166	T12	39.08672222_30.25248056
BdTR2a	2	7	D	39.75295	30.78863056	2	932.3	104	108	34	7307	274	-38	312	95	193	196	8	429	54	12	37	140	46	69	138	T13	39.75295_30.78863056
BdTR2a.s	18	10	G	39.75295	30.78863056	2	932.3	104	108	34	7307	274	-38	312	95	193	196	8	429	54	12	37	140	46	69	138	T13	39.75295_30.78863056
BdTR9k	3	12	A	39.75295	30.78863056	2	932.3	104	108	34	7307	274	-38	312	95	193	196	8	429	54	12	37	140	46	69	138	T13	39.75295_30.78863056
BdTR9k.s	19	3	G	39.75295	30.78863056	2	932.3	104	108	34	7307	274	-38	312	95	193	196	8	429	54	12	37	140	46	69	138	T13	39.75295_30.78863056
BdTR10a	3	2	B	38.42966111	31.30936389	2	1301.1	103	110	35	7074	275	-35	310	12	190	193	12	539	67	13	41	185	47	73	185	T15	38.42966111_31.30936389
BdTR10a.s	19	10	A	38.42966111	31.30936389	2	1301.1	103	110	35	7074	275	-35	310	12	190	193	12	539	67	13	41	185	47	73	185	T15	38.42966111_31.30936389
BdTR2d	2	10	D	38.42966111	31.30936389	2	1301.1	103	110	35	7074	275	-35	310	12	190	193	12	539	67	13	41	185	47	73	185	T15	38.42966111_31.30936389
BdTR2d.s	19	9	A	38.42966111	31.30936389	2	1301.1	103	110	35	7074	275	-35	310	12	190	193	12	539	67	13	41	185	47	73	185	T15	38.42966111_31.30936389
BdTR2b	2	8	D	40.08209722	31.33111389	2	670.9	122	109	35	7216	290	-19	309	27	209	212	27	458	57	16	33	149	58	80	149	T14	40.08209722_31.33111389
BdTR2b.s	20	10	G	40.08209722	31.33111389	2	670.9	122	109	35	7216	290	-19	309	27	209	212	27	458	57	16	33	149	58	80	149	T14	40.08209722_31.33111389
BdTR9m	3	1	B	40.08209722	31.33111389	2	670.9	122	109	35	7216	290	-19	309	27	209	212	27	458	57	16	33	149	58	80	149	T14	40.08209722_31.33111389
BdTR9m.s	19	11	B	40.08209722	31.33111389	2	670.9	122	109	35	7216	290	-19	309	27	209	212	27	458	57	16	33	149	58	80	149	T14	40.08209722_31.33111389
BdTR10c	3	4	B	37.77823333	31.88491111	2	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	T16	37.77823333_31.88491111
BdTR10c.s	20	11	H	37.77823333	31.88491111	2	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	T16	37.77823333_31.88491111
BdTR2f	2	12	D	37.77823333	31.88491111	2	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	T16	37.77823333_31.88491111
BdTR2f.s	19	7	D	37.77823333	31.88491111	2	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	T16	37.77823333_31.88491111
BdTR5e	2	10	G	37.77823333	31.88491111	2	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	T16	37.77823333_31.88491111
BdTR5e.s	19	5	G	37.77823333	31.88491111	2	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	T16	37.77823333_31.88491111
BdTR2c	2	9	D	39.08580278	31.8915	2	869.5	117	114	35	7147	291	-26	317	107	204	207	23	387	49	8	38	133	37	58	115	T17	39.08580278_31.8915
BdTR2c.s	20	2	B	39.08580278	31.8915	2	869.5	117	114	35	7147	291	-26	317	107	204	207	23	387	49	8	38	133	37	58	115	T17	39.08580278_31.8915
BdTR10b	3	3	B	38.42804722	32.404575	2	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	T19	38.42804722_32.404575
BdTR10b.s	19	7	C	38.42804722	32.404575	2	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	T19	38.42804722_32.404575
BdTR2e	2	11	D	38.42804722	32.404575	2	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	T19	38.42804722_32.404575
BdTR2e.s	20	5	D	38.42804722	32.404575	2	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	T19	38.42804722_32.404575
BdTR5d	2	9	G	38.42804722	32.404575	2	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	T19	38.42804722_32.404575
BdTR5d.s	19	10	C	38.42804722	32.404575	2	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	T19	38.42804722_32.404575
BdTR13a	3	4	D	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR13a.s	18	5	B	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR2h	2	2	E	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR2h.s	19	10	B	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR2o	2	8	E	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR2o.s	20	4	B	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR5g	2	12	G	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR5g.s	19	3	F	39.75648611	32.43235	2	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	T18	39.75648611_32.43235
BdTR12a	3	1	D	36.78303333	32.962975	2	1960.3	76	101	33	7251	240	-64	304	-18	165	167	-18	648	109	9	60	293	31	50	293	T26	36.78303333_32.962975
BdTR12a.s	19	6	H	36.78303333	32.962975	2	1960.3	76	101	33	7251	240	-64	304	-18	165	167	-18	648	109	9	60	293	31	50	293	T26	36.78303333_32.962975
BdTR3c	2	2	F	36.78303333	32.962975	2	1960.3	76	101	33	7251	240	-64	304	-18	165	167	-18	648	109	9	60	293	31	50	293	T26	36.78303333_32.962975
BdTR3c.s	18	4	G	36.78303333	32.962975	2	1960.3	76	101	33	7251	240	-64	304	-18	165	167	-18	648	109	9	60	293	31	50	293	T26	36.78303333_32.962975
BdTR10d	3	5	B	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR10d.s	19	6	F	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR2g	2	1	E	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR2g.s	20	11	A	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5f	2	11	G	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5f.s	20	5	B	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5i	2	2	H	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5i.s	19	12	C	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5j	2	3	H	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5j.s	20	3	C	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5k	2	4	H	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5k.s	20	5	G	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5m	2	5	H	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5m.s	19	5	A	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5n	2	6	H	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR5n.s	18	3	F	40.39364722	32.98536667	2	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	T21	40.39364722_32.98536667
BdTR.8c	6	2	A	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR13c	3	6	D	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR13c.s	20	8	A	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR2j	2	4	E	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR2j.s	20	8	E	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR2r	2	10	E	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR2r.s	19	2	A	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR8c	2	11	H	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR8c.2	17	NA	NA	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR8c.s	19	9	H	39.41285556	32.98812222	2	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	T20	39.41285556_32.98812222
BdTR13d	3	7	D	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR13d.s	20	1	H	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR2n	2	7	E	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR2n.s	18	9	F	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR3a	2	12	E	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR3a.s	20	9	G	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR8f	3	11	H	37.76785556	33.51960556	2	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	T25	37.76785556_33.51960556
BdTR13b	3	5	D	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR13b.s	20	5	F	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR2i	2	3	E	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR2i.s	20	4	H	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR2p	2	9	E	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR2p.s	19	3	B	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR5h	2	1	H	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR5h.2	17	NA	NA	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR5h.s	18	2	D	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR5o	2	7	H	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR5o.s	18	2	A	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR8a	2	10	H	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
BdTR8a.s	19	11	D	39.75445	33.53788056	2	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	T22	39.75445_33.53788056
UKR.99.081	16	1	C	44.51527778	33.55638889	2	40.4	228	153	39	8715	436	45	391	128	336	336	114	170	32	0	86	90	0	0	86	UKR99	44.51527778_33.55638889
BD18.1	2	1	C	39.36784722	33.71974167	2	1101.1	101	106	33	7423	269	-45	314	2	190	192	2	455	66	5	50	167	28	48	167	Bd18	39.36784722_33.71974167
Bd18.1	15	11	G	39.36784722	33.71974167	2	1101.1	101	106	33	7423	269	-45	314	2	190	192	2	455	66	5	50	167	28	48	167	Bd18	39.36784722_33.71974167
BD18.1.r2.s	18	11	H	39.36784722	33.71974167	2	1101.1	101	106	33	7423	269	-45	314	2	190	192	2	455	66	5	50	167	28	48	167	Bd18	39.36784722_33.71974167
